#! FIELDS time p.x mtd.rbias
 0.000000 2.000000 0.000000
 1.000000 1.884532 1.476233
 2.000000 1.891328 2.313493
 3.000000 1.899609 2.381475
 4.000000 1.989488 2.213460
 5.000000 2.165262 1.137443
 6.000000 2.348322 -0.743684
 7.000000 2.352604 -0.475160
 8.000000 2.150583 1.717456
 9.000000 1.926779 1.895826
 10.000000 2.032247 2.078960
 11.000000 2.244029 0.674103
 12.000000 2.222144 0.966921
 13.000000 2.068259 1.971786
 14.000000 2.087031 1.901930
 15.000000 2.188598 1.237014
 16.000000 2.127441 1.704606
 17.000000 2.063048 1.913170
 18.000000 2.200951 1.069327
 19.000000 2.160168 1.450308
 20.000000 2.097448 1.797902
 21.000000 2.155812 1.459136
 22.000000 2.136468 1.591385
 23.000000 2.122836 1.657430
 24.000000 2.181632 1.209629
 25.000000 2.125857 1.627873
 26.000000 2.139166 1.537440
 27.000000 2.144889 1.494053
 28.000000 2.101301 1.710938
 29.000000 2.225050 0.658082
 30.000000 2.051670 1.748393
 31.000000 2.240937 0.408961
 32.000000 2.027496 1.668610
 33.000000 2.213136 0.775263
 34.000000 2.024169 1.632868
 35.000000 2.285311 -0.385100
 36.000000 1.946409 1.002900
 37.000000 2.300705 -0.708313
 38.000000 1.917013 0.580072
 39.000000 2.409620 -3.296882
 40.000000 2.012855 1.501399
 41.000000 2.256670 0.084250
 42.000000 2.172175 1.188795
 43.000000 2.058661 1.638914
 44.000000 2.306714 -0.911035
 45.000000 1.947012 0.798708
 46.000000 2.393950 -3.033534
 47.000000 1.950637 0.809043
 48.000000 2.259778 -0.015708
 49.000000 2.120008 1.530100
 50.000000 2.054055 1.578119
 51.000000 2.326304 -1.407978
 52.000000 1.995536 1.223450
 53.000000 2.124493 1.498336
 54.000000 2.195260 0.908196
 55.000000 2.084329 1.590312
 56.000000 2.176013 1.112027
 57.000000 2.094089 1.575080
 58.000000 2.082967 1.579136
 59.000000 2.166317 1.192422
 60.000000 2.138114 1.402679
 61.000000 2.054098 1.521981
 62.000000 2.155322 1.277057
 63.000000 2.184692 0.992901
 64.000000 2.044923 1.474580
 65.000000 2.040442 1.447367
 66.000000 2.241136 0.185611
 67.000000 2.179981 1.030989
 68.000000 2.016368 1.279678
 69.000000 2.148048 1.312388
 70.000000 2.123893 1.451716
 71.000000 2.043961 1.438739
 72.000000 2.129606 1.419422
 73.000000 2.222419 0.452649
 74.000000 2.087996 1.528043
 75.000000 2.114351 1.477734
 76.000000 2.187285 0.922491
 77.000000 2.215398 0.544763
 78.000000 2.053216 1.452833
 79.000000 2.082985 1.514828
 80.000000 2.202961 0.713232
 81.000000 2.140447 1.338085
 82.000000 1.973706 0.741346
 83.000000 2.115995 1.455943
 84.000000 2.277583 -0.624826
 85.000000 2.166772 1.119587
 86.000000 1.985738 0.869621
 87.000000 2.159503 1.182430
